,zCMB,mB,x1,c,HOST_LOGMASS,IDSURVEY,zHEL,RA,DEC,x1ERR,cERR,COV_x1_c
16232_1.0,0.3742585782933766,21.90128,-0.0218273,-0.119822,10.651,1.0,0.37573,17.2054,-0.9896,0.88417,0.0720314,0.0326075
16259_1.0,0.1177064013866986,19.79566,-1.4998,0.0789717,10.994,1.0,0.11908,352.029999,0.8564,0.22217,0.028174,0.00106415
16276_1.0,0.19395974565670726,20.48769,0.00350608,-0.0297015,9.288,1.0,0.1952,20.578699,1.0106,0.57707,0.0325906,0.00646163
16281_1.0,0.18506013149705158,20.22106,-0.815183,-0.0772074,10.394,1.0,0.18651,352.9422,-0.6681,0.54911,0.0329657,0.00612223
16350_1.0,0.2368376302463105,20.89491,-0.956479,-0.0860515,10.79,1.0,0.23822,323.639496,-0.8858,0.59643,0.0443481,0.00544178
17168_1.0,0.1837533157696947,20.35658,0.54542,-0.0382961,9.757,1.0,0.18519,339.723785,-1.1671,0.3148,0.0335605,0.00104556
17186_1.0,0.07848248686865378,18.99689,0.62903,0.11553,10.1643,1.0,0.07944,31.612801,-0.8995,0.14817,0.0247072,8.47502e-05
17208_1.0,0.14083258067057092,19.73083,0.86472,-0.071594,11.5,1.0,0.1422,1.4916,1.1031,0.38887,0.0300617,0.00160854
17215_1.0,0.18079772244437478,20.36378,0.29117,0.0202149,11.331,1.0,0.18137,54.926399,1.0923,0.42536,0.0399939,0.00095329
17218_1.0,0.17695728072392425,20.17642,-0.7975,-0.0825686,10.158,1.0,0.17839,356.171814,-0.0301,0.41307,0.0319635,0.000911023
17220_1.0,0.17768484515689228,20.29493,1.85173,0.13563,10.863,1.0,0.17903,9.7015,-0.1792,0.28852,0.0314134,0.000781205
17223_1.0,0.24150295045842538,20.61396,1.05435,-0.080664,7.0,1.0,0.2427,26.361401,-0.0194,0.69431,0.043172,-0.00145703
17332_1.0,0.18202298632847944,20.45133,-0.208196,0.0406631,10.604,1.0,0.18284,43.773499,-0.1474,0.27495,0.0354804,0.000740834
17340_1.0,0.2562437856851725,21.06652,-0.0453829,-0.00345911,11.443,1.0,0.25717,41.212101,0.3648,0.44798,0.0434346,0.00217175
17366_1.0,0.13810939407481318,19.33426,0.56478,-0.0912136,10.2891,1.0,0.13929,315.787292,-1.0292,0.16833,0.0243814,0.000141811
17389_1.0,0.1695966361232,20.54181,1.11247,0.0665893,9.891,1.0,0.1709,323.294891,-0.9601,0.3806,0.0337671,0.00111523
17435_1.0,0.2167358896041871,20.45477,0.91406,-0.107985,8.818,1.0,0.218,20.344601,-0.0148,0.25984,0.0351358,3.73683e-05
17464_1.0,0.2534391749806994,20.83853,0.20597,0.0465913,9.285,1.0,0.2549,6.6408,0.042,0.62314,0.0416647,-0.0044429
17497_1.0,0.14387305040301793,19.79663,0.90707,0.0385836,10.0189,1.0,0.14479,37.1366,-1.0421,0.12522,0.0227437,0.000129535
17552_1.0,0.2519062312732245,21.06324,1.31187,0.000904844,10.693,1.0,0.25329,322.320587,-1.0032,0.42257,0.0432517,0.0004547
17605_1.0,0.1453323741874511,19.84406,0.80389,0.0230153,10.2332,1.0,0.14643,309.202789,0.0984,0.45281,0.0402385,-0.000428569
17629_1.0,0.13639541158381993,19.80888,-0.34633,0.0611567,10.6342,1.0,0.13742,30.6364,-1.0892,0.1476,0.0271372,0.000668768
17791_1.0,0.2846762248274835,21.48668,0.23323,-0.189959,9.385,1.0,0.2862,332.373291,0.7379,0.72548,0.0626566,0.0019248
17801_1.0,0.205145185984452,20.94911,-0.656693,-0.0138658,11.4,1.0,0.2064,316.093201,-0.898,0.50591,0.0564186,0.0111586
17809_1.0,0.28746024997452796,21.19635,1.7352,0.0261917,9.84,1.0,0.28896,6.3646,-0.8396,0.57792,0.0481892,0.0063992
17811_1.0,0.21185113945183465,20.2386,1.08099,-0.130649,7.0,1.0,0.2132,12.8787,-0.9474,0.30058,0.0329765,-2.27791e-05
17825_1.0,0.16219145330628143,20.15663,-0.136652,0.00342171,7.0,1.0,0.1632,32.947102,-0.9124,0.16135,0.0269704,0.000449622
