 0.5030833	23.0016980	 1.2731910	-0.0123530	 9.5170000	1	0.5043000	 36.0432100	 -4.0374690
 0.5807238	23.5739370	 0.9743460	-0.0250760	 9.1690000	1	0.5820000	 36.0616340	 -4.5171580
 0.4947951	22.9601390	-0.7288370	-0.0996830	11.5800000	1	0.4960000	 36.0972870	 -4.7207740
 0.3459278	22.3981370	-1.1551100	-0.0405810	10.8210000	1	0.3470000	 36.6572350	 -4.8387790
 0.6776617	24.0781150	 0.6188200	-0.0393800	 8.6470000	1	0.6790000	 36.5677480	 -4.9350500
 0.6107114	23.2852410	-1.1615630	-0.0949430	 9.7150000	1	0.6120000	 36.6299680	 -4.0523410
 0.8664940	24.3536780	 0.3764090	-0.0632690	 8.5300000	1	0.8680000	 36.0587950	 -4.6658520
 0.3309315	21.8614120	 0.6503940	-0.0175770	10.3910000	1	0.3320000	 36.4316480	 -4.1440590
 0.7985657	24.5103890	-1.0566660	-0.0559750	10.6510000	1	0.8000000	 36.7319350	 -4.3022170
 0.4495611	22.6671260	 0.8101130	-0.0859620	10.6950000	1	0.4490000	215.2230490	 52.6056240
 0.3714426	22.2730520	 0.5695790	-0.0544630	10.1980000	1	0.3709000	214.4935800	 52.4826130
 0.2917178	21.9610680	 0.7606880	 0.1161180	10.2110000	1	0.2912000	214.1392970	 52.3421900
 0.3558191	22.9266190	 0.0557580	 0.2047490	10.8310000	1	0.3553000	214.9825010	 53.0974010
 0.4612732	22.5751270	 1.8616820	-0.0430230	 9.3390000	1	0.4607000	214.6663640	 52.6120790
 0.2836023	21.2569430	 0.9373990	-0.0851970	10.6280000	1	0.2850000	333.6909590	-17.7396550
 0.6322239	23.7391800	 0.2085420	-0.0505310	 8.7510000	1	0.6340000	333.6001660	-17.7767260
 0.4664050	23.7895460	 0.3769960	 0.1224160	 9.4640000	1	0.4680000	334.0413660	-18.0775900
 0.2686160	21.0584690	 1.1505570	-0.0801200	 6.0000000	1	0.2700000	334.0276110	-17.7046560
 0.9468779	24.4603750	-0.0956360	 0.0567110	11.0080000	1	0.9490000	333.6406400	-17.5875110
 0.9249056	24.7058510	 0.8633440	-0.0575290	 9.7050000	1	0.9270000	333.4183940	-17.6816410
