,zCMB,mB,x1,c,HOST_LOGMASS,IDSURVEY,zHEL,RA,DEC,x1ERR,cERR,COV_x1_c
310260_15.0,0.5187797714739835,22.71425,-0.0197984,-0.0606518,8.7967,15.0,0.52,36.1689,-5.1043,0.54321,0.0508891,0.00565312
310574_15.0,0.23648336098506123,21.00137,-0.382981,-0.0234362,10.234,15.0,0.238,352.985901,0.5363,0.16303,0.0319921,0.000602102
3199_1.0,0.24961045165878523,21.29612,1.65143,0.0118526,7.0,1.0,0.2511,333.292694,1.0505,0.38018,0.040124,0.00201029
320099_15.0,0.3798829873890769,21.91497,0.58051,-0.0561549,10.7107,15.0,0.381,36.067501,-3.916,0.33997,0.0369237,0.00232947
320258_15.0,0.34089150392119083,21.88217,-1.8697,-0.0656576,10.956,15.0,0.342,34.748001,-4.8807,0.41722,0.043688,0.00238023
320469_15.0,0.37085947517610285,22.05438,1.50773,0.0335874,11.5,15.0,0.372,34.418301,-4.8371,1.11441,0.13508,0.0663747
3256_1.0,0.10693158393857834,19.33117,-0.424628,0.00656931,9.894,1.0,0.10822,329.2677,-0.2235,0.16474,0.0344945,0.00212616
330022_15.0,0.26385775220907004,21.24449,-1.2314,0.00829796,10.979,15.0,0.2649,35.3241,-2.9491,0.30299,0.0467321,0.00388555
330023_15.0,0.1806345699123728,20.10338,-0.221277,-0.164107,10.623,15.0,0.1816,35.7981,-2.7801,0.29897,0.0568812,0.00834653
330083_15.0,0.22372928234288258,20.57232,0.00152304,-0.0869273,8.78,15.0,0.223,129.495605,43.297699,0.34225,0.0285664,0.000139266
330089_15.0,0.3487153969502891,22.12083,0.68208,0.0282979,9.651,15.0,0.3498,36.1903,-4.8221,0.53575,0.038972,0.0068904
330106_15.0,0.5309107375794563,22.48542,-0.051584,-0.0145697,7.0,15.0,0.53,130.009003,43.741901,1.07473,0.0731065,0.0314006
330128_15.0,0.32094624044464404,21.41722,0.40814,-0.0892216,10.812,15.0,0.322,36.8228,-3.8213,0.39417,0.0319915,0.00232913
3317_1.0,0.15989904276226363,20.10331,-0.521071,0.0229234,10.054,1.0,0.16101,26.962601,0.6406,0.18482,0.0255921,0.000218334
3377_1.0,0.24447803601657292,20.57872,1.0447,-0.0768322,9.666,1.0,0.2451,54.1562,1.0792,0.31262,0.0373942,0.00061568
340229_15.0,0.14106869683763773,20.03663,-1.42415,-0.00558372,9.69378,15.0,0.142,35.879002,-2.8604,0.84878,0.0880604,0.0577346
340334_15.0,0.30668548226103587,21.6995,-0.293107,-0.106362,7.0,15.0,0.306,163.263107,57.8064,0.53544,0.0460164,-0.000328352
3451_1.0,0.2483477895435679,20.71255,0.69046,-0.0526996,10.839,1.0,0.24984,334.069214,0.7081,0.32834,0.0387395,0.000758576
3452_1.0,0.22966656886262474,20.56559,0.90942,-0.0903048,9.23,1.0,0.23114,334.671509,0.6392,0.27319,0.0368977,0.00124977
350027_15.0,0.305684756767769,21.81364,-0.431367,0.0335032,11.059,15.0,0.305,163.119202,57.807201,0.30677,0.039539,0.0068996
350047_15.0,0.23363923118094365,21.20326,-2.41623,-0.134685,10.491,15.0,0.233,163.261993,58.136299,0.41587,0.05633,0.0110043
350050_15.0,0.4047259966942828,22.04143,-0.300281,-0.0111769,10.504,15.0,0.404,161.079697,58.076199,0.43382,0.0366236,-2.90547e-05
350078_15.0,0.3007811220552136,22.26365,0.30461,0.11893,9.341,15.0,0.3,130.662598,43.7841,0.49376,0.0793414,0.00677535
350080_15.0,0.28576799237823874,21.25556,-0.339335,-0.0856504,11.229,15.0,0.285,130.634903,43.998901,0.42482,0.0327291,0.000670152
350083_15.0,0.36780359341000485,21.78138,0.82654,-0.0513563,9.755,15.0,0.367,130.138,44.373901,0.36964,0.0317649,0.000675415
350180_15.0,0.28951098827061555,21.60856,0.4525,-0.0329024,8.885,15.0,0.29,53.4627,-28.1376,0.73362,0.0363091,0.00642325
350192_15.0,0.3014995625175149,21.47541,0.13433,-0.0528509,8.553,15.0,0.3,148.715805,1.9617,0.22628,0.0265689,0.0010841
350233_15.0,0.16934701621267886,20.34262,-0.472297,-0.014341,9.181,15.0,0.168,149.466293,3.4824,0.14111,0.0273491,0.00027204
350235_15.0,0.2638474844753153,21.31269,0.0611112,0.00994489,10.127,15.0,0.263,184.350204,48.346199,0.34488,0.0540533,0.00312902
350316_15.0,0.0796559084812207,18.26029,-0.427538,-0.0719562,8.61131,15.0,0.079,131.468994,43.818802,0.0860262,0.0275407,0.000264816
350374_15.0,0.5009012711870112,22.74605,-0.789588,-0.0531863,10.9632,15.0,0.5,131.336395,44.238998,0.78327,0.0634827,0.00441242
350548_15.0,0.18067050763704273,20.16887,0.8884,-0.0322932,10.636,15.0,0.18,128.847794,44.913601,0.17572,0.0283008,0.00107654
350606_15.0,0.3444956132576886,22.12261,-1.23716,-0.0213038,10.6991,15.0,0.345,54.2033,-26.7605,1.44116,0.0632745,0.0517363
350630_15.0,0.30525434842640314,21.46387,0.7119,-0.0298818,11.149,15.0,0.3046,162.404297,58.9533,0.23401,0.0285433,0.0019915
3592_1.0,0.08543428119569688,18.51669,-0.153731,-0.039793,10.1853,1.0,0.08658,19.052401,0.7919,0.0714652,0.0205398,6.77686e-05
360112_15.0,0.18071215327896617,20.0525,1.18755,-0.0649226,9.381,15.0,0.18,130.672501,43.5966,0.15705,0.0289167,0.000437734
360139_15.0,0.3859395742281693,22.06032,0.63592,-0.0354639,11.022,15.0,0.385,185.738602,47.567501,0.29398,0.0320721,0.000619331
360140_15.0,0.2308319891163485,20.94746,0.017211,-0.0500638,8.834,15.0,0.23,185.617996,47.716202,0.2332,0.0286308,0.000431463
360145_15.0,0.19860078489874672,20.67919,0.35012,0.0082136,9.911,15.0,0.198,163.668594,59.019001,0.18316,0.0274597,-0.000263494
360156_15.0,0.046730907624854184,17.3611,-0.863374,-0.0283427,9.8038,15.0,0.04551,150.807297,1.8953,0.14775,0.0354517,0.000139624
370066_15.0,0.09066251034060514,18.55986,-0.0813539,-0.101902,9.12019,15.0,0.09,130.348602,43.054401,0.46993,0.0325925,0.00598568
370098_15.0,0.22141612003144534,20.62028,0.53447,-0.0341286,10.491,15.0,0.22,150.006393,2.4311,0.15184,0.0280136,-0.000244714
370308_15.0,0.2007349281618663,20.07738,0.72474,-0.138295,11.239,15.0,0.2,131.316895,43.3857,0.93122,0.0305963,-0.00246512
370329_15.0,0.47792941687599677,22.53412,0.29534,-0.191584,9.642,15.0,0.4762,151.308899,1.7007,0.61425,0.0425699,0.00118566
370333_15.0,0.07557588308060482,18.23856,0.91969,-0.0217264,7.99137,15.0,0.075,164.380096,57.297699,0.16381,0.037703,0.00187538
370344_15.0,0.33154796790500646,21.75196,0.32993,-0.025137,9.538,15.0,0.33,150.173798,1.8316,0.29251,0.0303509,0.00273865
370356_15.0,0.025003494830885622,15.86512,-0.288703,-0.0771525,8.48686,15.0,0.02428,183.405502,46.483501,0.13403,0.0352249,0.00107405
370367_15.0,0.4717007779269718,22.49726,2.78838,-0.0236329,9.631,15.0,0.47,149.221603,1.9779,0.61279,0.0384916,0.000204089
370394_15.0,0.3307973750735295,21.56717,-0.443611,-0.0946377,10.291,15.0,0.33,132.379303,45.002201,0.53,0.0348975,0.00304884
370428_15.0,0.17780565949113508,20.04568,0.6175,-0.103502,10.124,15.0,0.177,184.374802,47.548199,0.15176,0.0267903,-9.32421e-05
370498_15.0,0.26086784292523535,21.06878,0.77423,-0.069844,11.5,15.0,0.26,186.266296,46.806198,0.20276,0.0252594,0.000161144
370563_15.0,0.18538065791718727,20.28305,1.23591,-0.0322005,10.859,15.0,0.184,150.951904,2.646,0.24951,0.0300124,0.0023471
370566_15.0,0.07134492417853823,18.21525,-0.201739,-0.012934,9.18771,15.0,0.0708,159.985107,58.414902,0.10196,0.0337704,-2.51459e-05
370595_15.0,0.1813777764069794,20.2044,-0.0585689,-0.0845828,10.324,15.0,0.18,150.497604,1.3251,0.16315,0.0272161,0.000675767
380199_15.0,0.4605574146446017,22.48027,1.77853,-0.051565,10.683,15.0,0.46,215.2332,53.0089,0.50793,0.0358615,0.00136182
380279_15.0,0.34946054313696645,22.04046,-1.76662,-0.0525184,10.971,15.0,0.3479,149.826996,2.9349,0.53203,0.0392221,0.00883763
380318_15.0,0.3382511626081747,21.78997,-0.239354,-0.0459329,11.443,15.0,0.3367,150.413193,3.2498,0.63959,0.0541288,0.0159472
380378_15.0,0.27129756864717336,20.90559,0.51938,-0.139588,10.364,15.0,0.2708,213.524506,53.464802,0.17632,0.02573,0.000821608
390259_15.0,0.12208242701306164,19.55716,-0.298396,0.0288674,9.15024,15.0,0.122,242.395599,53.867199,0.13517,0.0299465,6.45222e-05
390264_15.0,0.2920785586238449,21.80472,0.15621,0.22214,9.619,15.0,0.292,243.373001,53.990898,0.31477,0.033295,0.00196824
390449_15.0,0.2500789174362681,21.10054,-0.0850355,-0.0283486,7.0,15.0,0.25,242.950699,54.455799,0.21539,0.0264533,0.00201033
390471_15.0,0.3705321600462614,21.32301,0.92407,-0.16138,10.504,15.0,0.37,214.519806,53.014,0.3048,0.0276753,0.00111187
390627_15.0,0.16045659618971841,19.95226,-1.70509,-0.196539,11.254,15.0,0.16,212.627304,53.900002,0.25627,0.0443215,0.00665193
4000_1.0,0.27655350194810585,21.63998,-1.09129,-0.00716726,10.919,1.0,0.2777,31.016001,-0.3658,0.61037,0.0624794,0.0058673
4046_1.0,0.2776367031827945,21.26662,0.80612,-0.000196899,9.359,1.0,0.2792,354.498291,0.6421,0.52843,0.0444821,0.00129581
420087_15.0,0.24846950911939206,20.74063,0.54441,-0.184623,7.0,15.0,0.25,352.766602,0.1062,0.41186,0.0433138,0.00801823
420159_15.0,0.1805897941869003,20.04652,0.26889,-0.0628701,11.338,15.0,0.182,333.684509,1.2178,0.20641,0.0273024,0.000736508
420196_15.0,0.29841033881998713,21.95727,0.80539,0.0248782,10.315,15.0,0.3,351.7612,-1.0284,0.34157,0.0381735,0.00102961
420258_15.0,0.27443504207565717,21.9632,0.89614,0.24526,11.463,15.0,0.276,352.427795,0.7054,0.32366,0.042636,-0.000443003
420352_15.0,0.3888565018082929,21.81838,0.39196,-0.105913,9.185,15.0,0.39,35.182201,-3.9625,0.36548,0.0311155,0.000112992
420407_15.0,0.2451156948535136,21.18843,-0.295186,-0.0366611,10.504,15.0,0.2466,333.949005,-0.3155,0.25719,0.0393968,-0.000862106
420414_15.0,0.29245588324536387,21.48295,-0.991977,-0.0371114,11.004,15.0,0.294,334.276215,0.0287,0.31606,0.047983,-0.00168929
420417_15.0,0.3613799133520169,21.7626,-0.184653,-0.0373129,10.934,15.0,0.363,333.495209,-0.1916,0.67709,0.0588778,0.00619574
4241_1.0,0.3305112886244885,21.70159,0.23506,-0.0542889,9.261,1.0,0.332,12.2377,-0.9057,0.66919,0.0558939,0.00718024
430003_15.0,0.32842091457522776,21.83503,1.44162,0.10222,7.0,15.0,0.33,333.380402,-0.4529,0.40168,0.0477669,-0.00121015
430004_15.0,0.23149024372112234,20.87062,1.32251,0.0340783,10.51,15.0,0.233,351.113007,-0.7542,0.42593,0.0486536,0.00804762
440005_15.0,0.30550077660890784,22.01412,0.19459,0.12966,11.388,15.0,0.306,52.9893,-28.8836,0.44287,0.0400813,0.00618107
440008_15.0,0.14655524408723436,20.00778,-0.308162,0.000460193,9.32684,15.0,0.147,52.6735,-28.863199,0.1928,0.0264827,0.00115978
440042_15.0,0.15905615033782952,20.44413,-1.47864,-0.00289636,9.028,15.0,0.16,35.9021,-3.294,0.21852,0.0276422,0.00109298
440050_15.0,0.2854623777372627,21.35714,-0.189971,-0.0450097,11.03,15.0,0.287,333.867004,1.5495,0.71564,0.0414701,0.013771
440162_15.0,0.4192654843854133,22.08132,0.88133,-0.0944621,11.5,15.0,0.421,353.265991,-0.9127,0.6031,0.0375219,0.0056997
440185_15.0,0.34951151088884047,21.70057,0.19676,-0.069932,7.0,15.0,0.35,54.349499,-28.440001,0.4476,0.03701,0.00514961
440236_15.0,0.42886972291746395,22.26215,-0.768802,-0.084385,11.413,15.0,0.43,37.101898,-4.4246,0.52243,0.0377957,0.00142401
440509_15.0,0.3189146177401773,21.46921,-0.438241,-0.0935322,11.5,15.0,0.32,34.849602,-5.4304,0.65383,0.0612141,0.0271255
440643_15.0,0.1895413713561972,20.19334,0.73235,-0.0929614,8.731,15.0,0.19,53.6036,-26.773899,0.18689,0.0298962,0.000242245
450082_15.0,0.24847024850937066,21.00202,-0.0694824,-0.0703574,10.292,15.0,0.25,353.355988,0.3105,0.32012,0.0283894,0.00226105
450175_15.0,0.5194186662954156,22.68932,-0.84248,-0.155318,7.0,15.0,0.52,53.2864,-28.0844,0.76764,0.0874689,0.0124602
450339_15.0,0.40926135271397024,22.22636,0.8724,-0.0357794,10.546,15.0,0.4104,36.287399,-3.3534,0.64135,0.0569213,0.01046
460003_15.0,0.15066975365397842,19.85373,-0.825438,-0.0726563,10.8761,15.0,0.15,128.835495,43.855499,0.11523,0.0279117,-0.000198619
460037_15.0,0.3025296484488906,21.38012,0.80778,-0.066492,9.655,15.0,0.303,54.727001,-27.5411,0.67564,0.0538112,0.0160288
460064_15.0,0.24152495548457506,20.59634,0.82937,-0.0717018,9.381,15.0,0.242,53.7742,-26.7649,0.2791,0.028105,-0.00144821
460105_15.0,0.2107078727721187,20.72131,-1.68923,-0.0993078,11.5,15.0,0.21,129.369904,44.0453,0.19099,0.0363284,0.000726004
470008_15.0,0.23952905538481184,20.43702,0.82356,-0.036491,10.3869,15.0,0.24,53.082802,-29.0138,0.3646,0.0381978,0.00572935
470015_15.0,0.33751281271792744,21.93673,0.6656,0.0595012,11.5,15.0,0.338,54.148602,-28.625099,0.76947,0.0877749,0.0365199
470043_15.0,0.07061163158648563,18.47834,0.45622,-9.39878e-05,7.0,15.0,0.07,128.9944,44.767502,0.12587,0.0335095,9.02873e-05
470110_15.0,0.3454621450123289,21.79126,0.48129,-0.0255215,10.57,15.0,0.346,52.070599,-28.623301,0.86422,0.0490832,0.0135708
470232_15.0,0.20068508538326288,20.64433,0.83322,-0.00962285,9.737,15.0,0.2,129.545898,45.202301,0.15414,0.0275148,0.000793249
470244_15.0,0.36081414447779203,21.90009,-0.22339,-0.128528,9.115,15.0,0.36,130.407806,43.7715,0.34336,0.0387165,0.00427039
480064_15.0,0.24271295676045837,21.56676,0.48439,0.0735708,8.867,15.0,0.242,128.796494,44.4482,0.24562,0.0291964,0.00125046
480184_15.0,0.3307958892525268,22.35757,-2.18801,0.0782091,11.073,15.0,0.33,129.735504,43.3139,0.54844,0.0454213,0.00481851
480464_15.0,0.22141094917275445,20.47356,0.2738,-0.121671,10.917,15.0,0.22,149.8004,3.2216,0.15994,0.0282153,0.000383449
490007_15.0,0.055128559932804445,17.62464,-0.205706,-0.0261259,9.16275,15.0,0.05439,184.267807,46.627499,0.0865002,0.0331226,0.000210095
490008_15.0,0.12067127098327232,19.10347,0.35309,-0.0999028,8.89488,15.0,0.12,131.448593,44.420601,0.10465,0.0261897,0.000356043
490037_15.0,0.4235573640236021,22.03281,-0.0173496,-0.125277,11.417,15.0,0.4219,149.957199,0.8166,0.49454,0.0459959,0.00953668
500004_15.0,0.2505256190850518,20.72481,0.60718,-0.104354,9.155,15.0,0.25,213.0233,51.673901,0.35895,0.0421006,0.00543818
500038_15.0,0.10810563587157795,19.04904,1.20471,0.00564955,9.73659,15.0,0.10682,150.192505,2.5513,0.19717,0.0270476,0.00110435
500057_15.0,0.38052130823521946,21.75657,1.06665,-0.141546,9.102,15.0,0.38,214.473495,53.841702,0.37249,0.0300823,0.00236254
500100_15.0,0.3107702007168194,21.63453,-0.711815,-0.106013,10.898,15.0,0.31,131.638504,45.356201,0.41215,0.0303081,0.00398237
500301_15.0,0.3255084723464724,22.32513,0.7217,0.184,10.1963,15.0,0.325,215.547699,52.631802,0.3755,0.0466578,0.0063933
500504_15.0,0.19948076312617388,20.84067,-0.800981,0.10611,11.075,15.0,0.199,212.459198,53.477798,0.26925,0.0377308,0.00180285
500511_15.0,0.33490912580897664,21.6621,0.91231,-0.00603653,9.633,15.0,0.334,184.695694,47.647301,0.1931,0.0291925,0.00100877
510251_15.0,0.2400462223558363,21.35235,0.0289404,0.084743,11.5,15.0,0.24,244.493698,55.742802,0.3047,0.0309538,0.000264198
5103_1.0,0.16059107804595132,20.11078,-0.229473,0.0199332,9.086,1.0,0.16199,359.884491,0.7372,0.15276,0.0273148,0.000775398
510457_15.0,0.5030001610609706,22.92427,0.78419,0.0874714,8.9025,15.0,0.502,186.388794,48.136902,0.90771,0.0745461,9.91543e-05
510550_15.0,0.24106493273678892,20.80402,0.47987,-0.0804954,10.6566,15.0,0.241,243.274994,55.611698,0.16139,0.0270277,0.000623971
510578_15.0,0.3701195852125635,21.75158,0.58467,-0.128463,9.8142,15.0,0.37,241.232605,53.912102,0.30594,0.0323521,0.0021836
510597_15.0,0.46098363718565377,22.39349,1.61547,-0.0959825,9.9066,15.0,0.46,185.820999,47.8228,0.56109,0.0420016,0.00118315
510638_15.0,0.27005999966298433,21.15618,0.21729,-0.0887059,8.6546,15.0,0.27,243.469406,56.084202,0.1437,0.0280691,0.000984576
520016_15.0,0.45100075054121674,22.33265,1.09102,-0.0865444,10.011,15.0,0.45,185.337708,46.970798,0.56999,0.0350164,-0.00129413
520019_15.0,0.2630962389482903,21.38623,-0.491573,-0.0244794,11.266,15.0,0.263,241.861206,54.457802,0.27464,0.0384999,0.00249454
520023_15.0,0.2680401782261127,21.19106,-0.61215,-0.0403585,11.324,15.0,0.268,245.239197,55.1548,0.47709,0.0621383,0.00958116
520041_15.0,0.5453997092266358,22.92563,-0.0687558,-0.17768,10.672,15.0,0.5443,184.138397,45.962002,0.83983,0.0569799,0.0247051
520062_15.0,0.30805757025698727,21.76235,0.31474,-0.0507657,10.6357,15.0,0.308,244.451401,54.6334,0.28254,0.0341604,0.00352674
520071_15.0,0.4115237251557827,22.40187,-0.200691,-0.0590741,10.641,15.0,0.411,215.503998,53.619301,0.43189,0.0391411,0.00611896
520077_15.0,0.25004452043332276,21.2979,-1.63203,-0.119087,11.3931,15.0,0.25,244.662903,55.6842,0.38807,0.0401458,0.00349655
520188_15.0,0.2804929564181387,21.05488,1.40212,-0.0801985,8.406,15.0,0.28,215.524002,52.544601,0.27047,0.0258174,0.00193464
530037_15.0,0.26849237285871075,20.99605,0.33674,-0.11427,10.9792,15.0,0.27,333.670807,-1.0504,0.28744,0.0344592,-0.000553697
530112_15.0,0.31443160550293586,21.81711,-0.639897,-0.0532337,10.678,15.0,0.316,333.569214,0.9209,0.27267,0.0343437,0.00179109
530219_15.0,0.32837052086541,21.91446,-0.97148,-0.1361,11.1019,15.0,0.33,351.528595,-0.3194,0.45815,0.0721036,0.0112966
530251_15.0,0.411307628536624,22.70249,0.0241342,0.0650344,9.3809,15.0,0.413,334.634308,1.1149,0.47787,0.0517217,0.00436228
5350_1.0,0.1743094398398179,20.14335,-0.610994,-0.0833112,10.865,1.0,0.1754,307.219208,-0.7792,0.32313,0.0460424,0.00296987
5391_1.0,0.3002116567710741,21.48249,0.31208,-0.0219436,9.299,1.0,0.3009,52.341999,-1.0947,0.59078,0.0583387,0.00682233
5395_1.0,0.11634766693701389,19.2338,1.18355,-0.0141342,8.49999,1.0,0.117,49.6409,0.1233,0.13593,0.0236988,0.000279285
540163_15.0,0.32942109133707853,22.082,-0.236791,0.0396272,10.359,15.0,0.3305,36.0723,-3.3093,0.35653,0.0331234,0.00524832
550059_15.0,0.31838507078889355,22.27671,-0.621684,0.0553746,10.2438,15.0,0.32,351.302887,-1.0245,0.5023,0.11618,0.0230018
550096_15.0,0.2245073175968033,20.57253,1.20528,0.0161979,10.175,15.0,0.225,52.7766,-26.3979,0.52473,0.0660084,0.0173205
550137_15.0,0.4193009340509808,22.1839,0.5774,0.0432211,10.086,15.0,0.421,334.754089,0.0297,0.59892,0.0591051,0.0139591
550154_15.0,0.21002467730792707,20.63676,0.0878979,-0.0995726,10.582,15.0,0.211,36.355598,-3.5962,0.29478,0.0309425,0.000654154
550202_15.0,0.42026019813591553,22.04021,0.48719,-0.221439,9.751,15.0,0.422,351.799896,-0.7829,0.62175,0.10031,0.0191866
550218_15.0,0.38734953948388273,22.17664,-1.55286,-0.114866,9.1626,15.0,0.389,332.927094,0.9013,0.49918,0.0670406,0.00973059
5533_1.0,0.21886438994297758,20.95629,-0.502697,0.00667533,9.959,1.0,0.22028,328.670013,0.4134,0.40223,0.0419671,0.00401537
5549_1.0,0.11991043972982945,19.40091,0.25819,0.00706986,8.5812,1.0,0.12124,3.2505,0.2482,0.0981097,0.022316,0.000311121
5550_1.0,0.15492092147814343,19.61321,1.90274,-0.0481003,9.564,1.0,0.15629,3.5983,0.3331,0.19643,0.0218886,0.000346616
560027_15.0,0.4388261121264832,22.0907,-0.520101,-0.163924,11.5,15.0,0.44,35.850601,-3.0839,0.64681,0.056223,-0.00351945
560033_15.0,0.0786817219427444,18.80164,-0.248002,0.0967803,9.07144,15.0,0.08,353.598602,-0.6831,0.14996,0.0299149,0.000647543
560054_15.0,0.4797891605048261,22.45542,1.67949,-0.0131522,10.84,15.0,0.4816,353.295807,-0.3364,0.78549,0.0604675,0.00946702
560087_15.0,0.30640458079409794,21.54835,-1.46628,-0.130419,11.27,15.0,0.308,352.675507,-1.556,0.44652,0.0492748,0.00718996
560121_15.0,0.36490341920993274,22.29347,0.16653,0.0400128,8.461,15.0,0.366,36.338799,-4.3953,0.61495,0.0417372,0.000858657
560150_15.0,0.1995653575024527,20.74349,-1.49121,-0.048274,11.458,15.0,0.201,333.960693,1.2276,0.45465,0.0317943,0.000739882
560152_15.0,0.24850170878236078,20.9032,-0.109836,-0.0911886,11.416,15.0,0.25,334.800201,1.1602,0.81356,0.0358343,0.00424725
5635_1.0,0.17838918857683259,20.67587,0.067257,-0.0234313,9.483,1.0,0.17979,333.1828,-0.0349,0.4076,0.0384662,0.0049779
570022_15.0,0.3014035432563066,21.41757,1.76431,-0.104472,9.499,15.0,0.303,351.12381,-0.4843,0.64396,0.0346431,0.00651338
570025_15.0,0.29844252712403835,21.25526,-0.223568,-0.0788521,9.973,15.0,0.3,335.059601,0.3776,0.78076,0.0609493,0.0124061
570056_15.0,0.2899732955534477,21.61081,0.41943,0.0808773,10.819,15.0,0.291,37.006699,-3.495,0.50451,0.0646511,0.022034
570062_15.0,0.12362270815921088,19.37807,0.11582,-0.0805415,9.98879,15.0,0.125,353.101715,0.2956,0.24943,0.028447,0.00151184
5717_1.0,0.25036693867659604,21.08078,1.28131,-0.0434571,9.431,1.0,0.2517,17.896,-0.0059,0.43529,0.0393978,0.0048206
5736_1.0,0.2539368785906303,21.15521,-0.18853,-0.00957992,10.474,1.0,0.2552,22.8627,-0.6316,0.3169,0.0362588,0.00230249
5751_1.0,0.12928529747726644,19.89192,0.76202,0.15562,10.1354,1.0,0.13056,11.6342,0.8382,0.14618,0.0247846,0.000721652
580104_15.0,0.3221360196126422,21.55657,-0.733564,-0.0569533,11.5,15.0,0.3232,36.119598,-4.9673,0.25118,0.0353993,0.00190465
580235_15.0,0.3315451083815416,21.8333,-0.330148,0.00228828,9.2832,15.0,0.33,150.234894,2.5796,0.30908,0.0399235,0.00516141
580270_15.0,0.2957581680873174,21.58864,-0.00705042,-0.0712295,9.851,15.0,0.295,130.200104,44.590599,0.30407,0.035897,0.00344028
580275_15.0,0.3824961012470531,21.95548,-0.492266,-0.0837957,11.33,15.0,0.383,54.139099,-28.613899,0.93151,0.0394813,0.00536672
580276_15.0,0.3384996380093499,21.60939,0.11671,-0.091539,10.421,15.0,0.339,53.5214,-28.807699,0.5164,0.0403082,0.00378017
580300_15.0,0.24072414335356565,21.08691,-0.589439,-0.0672112,9.477,15.0,0.24,130.333694,44.787701,0.3164,0.0403159,0.00616565
580312_15.0,0.40285103148725315,21.87085,-0.553118,-0.214869,10.527,15.0,0.404,35.253399,-4.8171,1.12411,0.0473128,0.0175765
5844_1.0,0.3092922349315355,21.39122,0.1473,-0.138414,7.0,1.0,0.3108,327.786194,-0.8429,0.88019,0.0614892,0.0204789
590002_15.0,0.20139517791114697,20.47675,-0.964653,-0.111863,11.269,15.0,0.2,149.544907,0.8783,0.27826,0.0319007,0.00254992
590005_15.0,0.17137036449676932,20.27265,0.4429,-0.00428063,7.0,15.0,0.17,151.017807,1.2155,0.24248,0.0288772,0.00174697
590031_15.0,0.37859164737365925,21.9688,-0.722859,-0.118133,10.283,15.0,0.377,149.072906,2.0023,0.60977,0.0562749,0.0199083
590194_15.0,0.09014923130368864,18.75223,0.27044,0.0186697,9.75408,15.0,0.08951,130.236893,44.5243,0.20513,0.031189,0.000968031
5957_1.0,0.2792333442056713,21.19381,-0.167927,-0.121032,10.463,1.0,0.28031,34.760601,-0.2728,0.44075,0.0419123,0.00540612
5966_1.0,0.3082102742652855,21.57306,0.49123,0.00164751,11.011,1.0,0.30963,16.190399,0.5139,0.88818,0.0594155,0.012346
5994_1.0,0.18800997194288396,20.25933,0.7476,-0.0623552,7.0,1.0,0.1892,312.6026,-0.1679,0.26631,0.0309876,0.00149608
6057_1.0,0.0665093910970533,18.44151,-0.423267,0.11238,9.52798,1.0,0.06707,52.5536,-0.9746,0.10888,0.0287902,-6.67907e-05
6100_1.0,0.31612969435900307,21.87667,2.09309,0.0519061,10.194,1.0,0.3177,333.483093,1.0865,1.17879,0.0659961,0.0313861
6108_1.0,0.2579963996933325,21.295,0.45804,0.0380935,9.323,1.0,0.2595,1.8066,0.349,0.65144,0.044556,0.00781766
6137_1.0,0.29887718489246573,21.31234,0.46651,-0.139126,7.0,1.0,0.3001,307.936096,0.2448,0.77581,0.0540907,0.00570944
6196_1.0,0.27979358736025944,21.31883,-1.44873,-0.0110106,11.406,1.0,0.28134,337.631195,-0.5027,0.5926,0.0470827,0.0072991
6249_1.0,0.29352746342168623,21.53476,0.60496,0.0321888,10.047,1.0,0.29506,3.2656,-0.6201,0.70178,0.0475619,0.00788014
6304_1.0,0.18979141870407046,20.69569,-0.477836,0.0699757,10.656,1.0,0.19094,26.497601,1.196,0.39137,0.0294662,0.000651798
6315_1.0,0.26576236799541153,20.69728,-0.098044,-0.190793,9.72,1.0,0.267,310.482788,1.092,0.37082,0.0387751,0.00161131
6406_1.0,0.12376287771920202,19.38224,0.12939,-0.000357532,10.0062,1.0,0.12449,46.0886,-1.063,0.13322,0.0234071,0.000516246
6422_1.0,0.1849950779800254,20.02322,0.81936,-0.110554,9.765,1.0,0.18645,349.138794,-0.6632,0.21517,0.0240292,0.000387408
6649_1.0,0.31508048606615896,21.33823,0.75536,-0.0887548,7.0,1.0,0.3162,34.275902,0.5348,0.62337,0.044746,0.00535651
6699_1.0,0.3091471970973801,21.55398,-0.64651,-0.131867,10.655,1.0,0.3106,322.815002,-1.057,0.88804,0.0498379,0.0114582
6780_1.0,0.20266886613672713,20.74163,-1.74956,-0.0279365,11.272,1.0,0.20406,328.068604,0.2671,0.38835,0.0458214,0.00462795
6924_1.0,0.3285929716619461,21.38867,0.96541,-0.0717763,7.0,1.0,0.3302,358.969299,0.877,0.79343,0.0429586,0.00884579
6933_1.0,0.21382627142120772,20.57393,0.0845125,-0.0223158,7.0,1.0,0.2152,11.3517,1.0756,0.23882,0.0326509,0.00102712
6936_1.0,0.17889602669238552,20.32255,0.045589,-0.0194616,10.259,1.0,0.18021,323.233795,-0.6998,0.31239,0.0292819,0.00144435
7143_1.0,0.30353940709850363,21.81092,-0.460854,0.0162518,10.28,1.0,0.30514,345.26239,-0.2074,0.6491,0.0453205,0.00495784
7147_1.0,0.10885726734242553,19.22529,-1.94961,-0.0933945,10.039,1.0,0.11022,350.018494,-0.0554,0.15735,0.0241763,0.00026842
