,zCMB,mB,x1,c,HOST_LOGMASS,IDSURVEY,zHEL,RA,DEC,x1ERR,cERR,COV_x1_c
1322229_10.0,0.5261217483005973,22.8197,1.17957,0.00752703,9.746,10.0,0.52736,35.926399,-4.0189,0.58579,0.0334196,0.00345153
1322979_10.0,0.5293827949350678,22.81226,0.0629782,-0.09353,7.861,10.0,0.53,52.069302,-28.0637,0.22362,0.0242481,0.000625193
1324542_10.0,0.5415360336506018,23.05561,0.39642,-0.0732772,9.182,10.0,0.5421,53.895199,-29.048,0.61571,0.0426823,0.00398815
1325358_10.0,0.7792991214012884,23.67985,0.16641,0.00526254,8.223,10.0,0.78,52.2841,-28.951599,0.68853,0.0751097,0.0104803
13254_1.0,0.17989954709704079,20.91016,0.52413,0.0995354,10.005,1.0,0.18075,42.058701,-0.347,0.58859,0.0406513,-0.00144454
1327978_10.0,0.20698774791860272,20.78952,0.02184,0.0454121,11.313,10.0,0.20786,8.28,-44.140202,0.57854,0.047569,0.00363484
1328066_10.0,0.44889796164222723,22.23188,0.76252,-0.133767,9.902,10.0,0.45,7.3173,-42.0522,0.4469,0.0379438,0.00346015
1328105_10.0,0.4415346569306247,22.26226,0.11357,-0.0544697,11.204,10.0,0.44259,8.1871,-43.5769,0.42447,0.0355705,0.0032448
1329166_10.0,0.731618000416578,23.75101,0.12272,-0.051109,9.996,10.0,0.7323,52.303501,-28.9116,0.35613,0.053611,0.00190536
1329196_10.0,0.7693362825470833,23.71141,0.49328,-0.0728789,9.424,10.0,0.77001,53.075802,-28.9065,0.28255,0.0461835,0.00088307
1329312_10.0,0.34478390980822016,22.02592,-1.42584,-0.0637229,11.115,10.0,0.34586,36.263302,-5.5418,0.33327,0.0358779,0.00239249
1329615_10.0,0.4035991525781547,22.37916,-0.472817,-0.0135012,10.908,10.0,0.40474,35.442699,-5.6398,0.55457,0.0405622,0.00531422
1330426_10.0,0.2595379029395262,20.78365,1.27608,-0.103946,7.0,10.0,0.26,53.970402,-28.6924,0.11907,0.0261247,-9.64595e-05
13305_1.0,0.21338022462273193,20.6031,1.02285,-0.00788594,10.055,1.0,0.21481,331.100494,0.6912,0.30517,0.0339175,0.00132473
1330642_10.0,0.6339136483581869,23.01644,1.05101,-0.0945908,9.27,10.0,0.63521,37.0406,-4.0471,0.31482,0.0377804,0.00178416
1330903_10.0,0.5642882969399903,23.07908,-0.0915751,-0.0572122,10.328,10.0,0.56544,41.116299,-0.645,0.60804,0.0500062,0.0100986
1331123_10.0,0.22156510299594454,21.1651,-1.59703,-0.00560091,11.23,10.0,0.22248,8.0363,-42.554199,0.20042,0.031356,0.000795923
1331993_10.0,0.7196087914168088,23.64117,0.40279,-0.0922815,8.931,10.0,0.721,35.971802,-4.4593,0.40316,0.0545933,0.000803575
1332059_10.0,0.578833632312772,22.9102,0.20553,-0.171461,7.0,10.0,0.58,40.865101,-1.2774,0.48811,0.0412988,0.00194957
1332413_10.0,0.6087150314437018,22.97751,1.20129,-0.123224,9.206,10.0,0.61,36.274899,-5.853,0.50416,0.0409411,0.00014864
1333246_10.0,0.43773581859514016,22.78643,1.74637,0.1309,10.905,10.0,0.43879,41.383999,-0.0616,0.87162,0.0661564,0.0178628
1333438_10.0,0.3994507949742887,22.61467,0.53931,0.0963285,10.682,10.0,0.4,52.352501,-28.9967,0.4807,0.0519489,0.0031573
1334084_10.0,0.1334876858038199,20.01424,-0.905296,0.0713122,9.74734,10.0,0.13431,41.734001,-0.6906,0.35417,0.0510272,0.00639811
1334087_10.0,0.2662847374620502,20.90715,0.68288,-0.0108448,10.951,10.0,0.26722,41.0084,-0.4674,0.36944,0.0479495,-0.00166233
1334302_10.0,0.45462445160464554,22.58195,-1.04445,-0.0324848,10.519,10.0,0.4557,7.3673,-43.388199,0.52465,0.0392974,0.00356049
1334423_10.0,0.3579041955249548,22.03697,0.8681,0.00331687,9.499,10.0,0.35888,42.213699,-0.1522,0.37997,0.0326597,0.00303549
1334470_10.0,0.5187521122936476,22.83632,0.99517,-0.0011757,7.0,10.0,0.52,35.053699,-4.9472,0.57667,0.0383896,0.00166962
1334597_10.0,0.2889524629333579,21.23153,0.55025,-0.0575582,8.88,10.0,0.29,35.831299,-4.0678,0.10004,0.0259566,5.6864e-05
1334620_10.0,0.19623662385633586,21.26183,-0.463394,0.20559,10.351,10.0,0.1972,35.752899,-6.2642,0.3145,0.0358862,0.00167849
1334644_10.0,0.2880469867026942,21.56435,-1.76264,-0.0598403,11.217,10.0,0.2891,35.107201,-5.7725,0.36792,0.0363642,-0.000498355
1334645_10.0,0.2470061630154681,20.89055,-0.863268,-0.0769301,10.453,10.0,0.248,36.379601,-5.879,0.17486,0.0285263,0.00042416
1334707_10.0,0.6496323932626913,23.15832,0.49395,-0.174674,9.267,10.0,0.6503,51.776402,-28.6278,0.2515,0.039539,0.000571796
1334879_10.0,0.6393495829094925,23.67003,-0.0286189,0.0955826,9.666,10.0,0.64,52.408901,-28.2164,0.26341,0.0408974,0.00168626
1335472_10.0,0.5059700854413627,22.69461,-0.0736788,-0.0470224,10.125,10.0,0.50705,9.5553,-44.0495,0.35859,0.0324293,0.00177576
13354_1.0,0.1565364401174327,20.05228,1.04984,0.0912135,10.472,1.0,0.15763,27.5648,-0.8873,0.16569,0.0273875,0.000518356
1335564_10.0,0.6061919348603751,23.19583,0.39047,-0.0436618,9.303,10.0,0.6075,35.128101,-6.4465,0.64123,0.0500908,0.00303107
1335694_10.0,0.2591107828422228,20.94473,0.99679,-0.0345214,10.969,10.0,0.26,42.845001,-0.6485,0.2252,0.0316666,0.00110485
1335717_10.0,0.30477356212532075,21.97746,-0.0736073,0.0397852,9.773,10.0,0.30528,52.859901,-28.3531,0.1224,0.0273366,-6.52041e-05
1335718_10.0,0.6993248373573444,23.48902,0.62483,-0.146394,8.642,10.0,0.7,52.309399,-28.385401,0.26448,0.0397575,0.000562239
1335868_10.0,0.619415257207763,23.2034,1.51396,-0.043508,7.0,10.0,0.62,55.0891,-26.512699,0.61272,0.0630908,0.00551452
1336008_10.0,0.43764174585422644,22.1347,0.6708,-0.0665921,9.833,10.0,0.43867,10.3212,-43.8862,0.32047,0.0287923,0.00213499
1336009_10.0,0.34175109520212854,22.51274,-0.448635,0.14044,9.634,10.0,0.3427,8.9162,-44.8937,0.34606,0.0361153,0.00323313
1336453_10.0,0.18491659567465174,20.18671,0.9767,-0.0784718,9.326,10.0,0.18579,40.9697,-1.2293,0.13872,0.0279712,-2.5792e-06
1336480_10.0,0.25604026085708936,21.38636,-0.142041,-0.0097985,10.476,10.0,0.25695,41.724602,-1.1646,0.30306,0.0372393,0.000573249
1336687_10.0,0.23380291692951885,21.21704,0.39192,0.0795242,8.58,10.0,0.2348,35.605801,-6.1499,0.1628,0.0284116,0.000536583
13370_1.0,0.1984561078559846,20.79342,0.98859,-0.0683345,9.95,1.0,0.1996,27.151501,0.3282,0.75263,0.048155,-0.0135306
1337117_10.0,0.5538814670321105,22.56078,0.51154,-0.0906561,8.813,10.0,0.555,10.1815,-43.644901,0.32638,0.0329988,0.00109615
1337228_10.0,0.5774061465799741,23.28201,-0.747352,-0.0752822,10.341,10.0,0.57858,7.5248,-43.0341,0.7569,0.0749008,0.0154291
1337272_10.0,0.5027480610359168,22.80889,-0.986243,-0.0819936,8.602,10.0,0.504,34.128399,-5.6806,0.5674,0.0485123,0.0102423
1337325_10.0,0.638653825777464,23.15497,0.0802514,-0.226047,7.0,10.0,0.64,35.134998,-4.6525,0.59352,0.0681852,0.00842676
1337649_10.0,0.26149765855099927,21.13432,1.04854,0.0169016,8.682,10.0,0.26238,43.4044,0.5102,0.18798,0.0304877,-8.43261e-05
1337687_10.0,0.3286930055133702,21.38553,0.95058,-0.135438,8.4,10.0,0.32917,55.0471,-26.975599,0.15094,0.0245034,0.000353022
1337703_10.0,0.5322531523474685,22.6167,-1.03663,-0.102143,10.583,10.0,0.53281,54.883598,-26.7243,0.46508,0.0458878,0.00358035
1337838_10.0,0.31193942784588774,21.48092,0.99511,-0.0440981,8.424,10.0,0.313,35.495998,-6.4982,0.20136,0.0262367,0.000971737
1338128_10.0,0.31184228083681154,21.87977,-0.710594,-0.015518,9.265,10.0,0.3128,8.0837,-43.740799,0.33205,0.033779,0.00251906
1338170_10.0,0.3867604017681667,22.34523,-0.428011,0.0434798,9.889,10.0,0.3878,6.6699,-42.9641,0.64872,0.0461754,0.0112786
1338233_10.0,0.6014795556684163,23.42171,-1.44643,-0.115658,10.984,10.0,0.60279,35.1227,-5.5293,0.92656,0.0722291,0.000338054
1338266_10.0,0.6484477952231029,23.54761,-0.297222,-0.114432,8.965,10.0,0.6498,34.904999,-5.8691,0.60589,0.0692196,0.00515189
1338278_10.0,0.5642996653841644,23.02144,1.56836,0.00273625,9.919,10.0,0.5656,34.43,-4.976,0.7982,0.0507053,0.00486575
1338387_10.0,0.5838147145014004,22.86943,1.46332,-0.0728114,7.0,10.0,0.585,40.451302,-0.3686,0.50873,0.0433817,0.00497143
1338430_10.0,0.5171732310306218,22.53976,0.46904,-0.0951326,10.781,10.0,0.5183,40.639301,-1.2547,0.46725,0.0406153,0.00478239
1338471_10.0,0.5311613522588104,23.25488,-0.955679,-0.0471129,10.123,10.0,0.53228,41.291599,-1.5649,1.20489,0.0614025,0.0102253
1338675_10.0,0.33047260002617934,22.02753,0.0199093,0.0224637,9.507,10.0,0.33153,36.743698,-4.9677,0.19015,0.0266446,0.00145472
1339002_10.0,0.30295371981602814,21.99365,-1.23765,0.0961836,10.871,10.0,0.304,35.830502,-6.5263,0.38786,0.0457627,0.00178063
1339149_10.0,0.46879014996883556,22.60884,-0.263078,0.0160304,9.94,10.0,0.46998,35.555,-5.8717,0.50505,0.0420048,0.00768392
1339392_10.0,0.18147873511873244,20.07765,-0.480363,-0.0550853,10.292,10.0,0.18191,54.1245,-28.569799,0.60515,0.0561495,0.0162576
1339450_10.0,0.5504767320194389,23.39129,-0.977931,0.0786393,11.044,10.0,0.55105,53.620998,-29.169001,1.1025,0.0665865,0.0111801
1340454_10.0,0.4199605978072106,22.44044,1.40686,0.11821,9.909,10.0,0.42047,54.753899,-27.843201,0.48058,0.0389396,0.0071964
1341370_10.0,0.4089990126314945,22.39586,1.09764,0.0164279,8.648,10.0,0.41,8.9639,-44.676701,0.56368,0.0376256,0.00908268
1341894_10.0,0.31293485047798497,21.65503,-0.246054,-0.0524514,10.003,10.0,0.31401,35.302502,-4.6502,0.36792,0.0361428,0.00210869
1342255_10.0,0.21885358192657056,20.4589,0.4683,-0.104301,10.024,10.0,0.21976,40.7435,-0.2674,0.25592,0.0269951,0.00145316
1343208_10.0,0.49500128610111976,22.78605,-0.102443,-0.0104445,10.385,10.0,0.49558,52.8465,-28.544201,0.36593,0.0303786,0.00169935
1343337_10.0,0.3389924840097046,22.23318,0.77205,0.15165,9.832,10.0,0.33947,54.5592,-28.7099,0.66735,0.0414732,0.00681015
1343401_10.0,0.38282730708864526,21.8298,0.92736,-0.061217,10.74,10.0,0.38397,34.572102,-5.6549,0.70522,0.0382466,0.0098271
1343533_10.0,0.36843403591880547,22.38045,-0.892535,-0.0129442,10.759,10.0,0.36947,7.3584,-42.2673,1.16824,0.0686241,0.0338696
1343759_10.0,0.5061649631193774,22.5755,0.43001,-0.0966975,9.74,10.0,0.50677,51.979,-28.5644,0.34742,0.0248041,0.00138719
1343871_10.0,0.637861026457877,23.18865,1.30773,-0.197246,8.743,10.0,0.639,43.502499,-0.3703,1.08187,0.0733189,0.0209274
1345553_10.0,0.31794171458596826,21.45644,0.15139,-0.150532,10.034,10.0,0.31902,35.3447,-4.668,0.48452,0.031345,0.00403544
1345582_10.0,0.45876942410436566,22.3713,0.83591,-0.104345,9.914,10.0,0.46,33.706501,-4.6747,1.42695,0.0488395,0.0569828
1345594_10.0,0.4224094989797623,22.07668,-0.033141,-0.150611,11.19,10.0,0.4236,33.898701,-5.5998,1.1442,0.0508899,0.0304899
1346137_10.0,0.36325691628592294,22.04841,0.79069,0.0225323,10.093,10.0,0.36379,53.259201,-26.854099,0.61831,0.0426688,0.0110578
1346387_10.0,0.344477028047508,22.2799,-2.12696,-0.0319812,10.812,10.0,0.345,52.695,-28.6493,0.33367,0.0276935,0.00286816
1346956_10.0,0.3335204760061888,21.48552,0.98387,-0.0732261,7.0,10.0,0.334,54.343498,-28.826401,0.37505,0.0335083,0.00504113
1346966_10.0,0.3351256224366547,21.44816,0.58377,-0.107057,9.557,10.0,0.33558,55.340698,-29.1493,0.40161,0.0320521,0.00280128
1347120_10.0,0.1795471715025783,20.6052,-0.438722,0.0524549,7.773,10.0,0.18,52.8899,-28.9121,0.13426,0.0295612,0.000349838
13506_1.0,0.24340523285414567,21.55179,-0.152066,0.14006,10.19,1.0,0.24462,25.243299,-0.7278,0.65956,0.0470171,0.00322972
13511_1.0,0.23651946835042645,21.20802,-1.55732,-0.0923868,11.411,1.0,0.23744,40.6124,-0.7941,0.46524,0.0410695,0.00363048
13610_1.0,0.2968289670552884,21.14577,0.13994,-0.0914531,10.471,1.0,0.29831,326.014801,0.7263,0.56351,0.0432081,0.00122505
13641_1.0,0.21780742102816616,20.51954,1.023,-0.0456484,7.0,1.0,0.2193,345.218689,-0.9811,0.28669,0.0329608,0.000817148
13655_1.0,0.26172752447189,21.68295,-1.28381,0.0754668,11.238,1.0,0.2627,39.020199,-0.9942,0.63336,0.0486653,0.00409215
13689_1.0,0.25028948474158474,20.70889,1.16931,-0.148856,10.45,1.0,0.25177,4.0161,0.8076,0.38939,0.0379256,0.00180003
1371_1.0,0.11796423136180592,18.8049,0.79096,-0.102471,10.5372,1.0,0.11934,349.37381,0.4294,0.0966667,0.0221696,8.18027e-05
13727_1.0,0.2253379053160346,20.64071,1.32135,-0.0419083,9.953,1.0,0.22664,317.588104,0.9326,0.34788,0.0376277,0.00212672
13736_1.0,0.1488210630350388,19.74223,1.11597,-0.0227617,9.07749,1.0,0.15021,336.833313,1.031,0.16716,0.0244278,0.000418919
13757_1.0,0.2896192889272228,21.00785,1.18182,-0.169903,7.0,1.0,0.2912,350.123108,-1.1578,0.4426,0.0431559,0.00235225
13796_1.0,0.1472889988092681,19.59338,0.79596,-0.0214912,9.66952,1.0,0.1487,350.691589,0.5329,0.11786,0.0222568,0.000169035
13830_1.0,0.3298390089971417,21.39551,1.23542,-0.0186001,11.174,1.0,0.33147,351.561707,-0.3823,0.64992,0.0541728,0.00818515
13835_1.0,0.24603387466643045,20.8156,0.63307,-0.0776082,10.507,1.0,0.24749,6.0596,-0.2483,0.25333,0.0350673,0.001218
13894_1.0,0.12355753683870874,20.08799,0.71922,0.16435,8.72392,1.0,0.1249,1.6906,-0.0368,0.16833,0.0289371,0.00072323
13934_1.0,0.3293053921725513,21.96605,-0.654623,-0.0884568,10.791,1.0,0.33093,342.110992,-0.4353,0.8847,0.0733337,0.0125561
13956_1.0,0.26289404054909443,22.27126,-1.19961,0.089996,10.757,1.0,0.2642,20.941799,0.8167,1.29038,0.0827326,0.0029861
140152_15.0,0.20863743782468336,20.20696,1.42408,-0.0978619,9.694,15.0,0.208,162.3927,57.6157,0.16457,0.0263506,0.000281034
140181_15.0,0.10230992264540312,18.99496,0.78345,0.0171579,9.67327,15.0,0.10154,183.7379,46.845001,0.11352,0.026802,0.000353372
14019_1.0,0.21512639823898247,21.21124,-0.305757,-0.0153158,9.931,1.0,0.2164,316.642395,-0.648,0.41656,0.0483627,0.00459028
14024_1.0,0.14758302253404643,20.26064,-1.92744,0.0411169,10.7329,1.0,0.14881,318.198608,0.9163,0.20112,0.0352804,0.000876396
14108_1.0,0.13462703701285075,19.95931,0.24103,0.00401034,10.2314,1.0,0.1352,53.594601,-1.1232,0.14792,0.0305168,0.00016971
14157_1.0,0.21082414488528728,20.27686,1.16426,-0.0502205,11.127,1.0,0.2115,51.1367,1.0224,0.27455,0.035514,0.000956526
14212_1.0,0.20307620442881888,20.67218,-0.315612,-0.0263152,10.497,1.0,0.20449,330.470093,1.045,0.1792,0.0329477,0.000804452
14261_1.0,0.28436280328454927,21.11937,0.67229,-0.0332318,9.135,1.0,0.28585,328.240387,0.2538,0.48056,0.0446957,0.00639423
14284_1.0,0.18036938936717345,19.98452,-0.286147,-0.0689105,10.572,1.0,0.18107,49.049301,-0.6009,0.17397,0.0266154,0.000561816
14298_1.0,0.2687895269413351,21.03248,1.39048,-0.0836271,7.0,1.0,0.2701,314.895111,1.2233,0.40865,0.0436494,0.00144748
14331_1.0,0.21974979766356917,20.99164,0.18256,0.0056807,9.696,1.0,0.22116,7.8887,-0.1358,0.30591,0.0397391,0.00116772
14421_1.0,0.17399494582668598,20.2,-0.675014,-0.0932039,11.5,1.0,0.17504,31.829901,1.2521,0.18883,0.0258203,0.000452923
14437_1.0,0.147916426671359,19.48736,0.61897,-0.0977436,9.91097,1.0,0.14927,332.080994,-1.1964,0.12404,0.0260299,0.000272556
14451_1.0,0.17728547494218452,19.93511,0.31635,-0.101925,10.124,1.0,0.1784,308.195007,0.9271,0.17316,0.0286812,0.000645235
14456_1.0,0.3279283969941346,21.60116,-0.0489503,-0.0199502,11.095,1.0,0.32956,343.551086,1.0507,0.57986,0.0508753,0.00981906
14481_1.0,0.24206165245717245,21.12084,-1.04131,-0.153684,11.215,1.0,0.24354,2.6817,0.2013,0.39678,0.0508764,0.00549552
14735_1.0,0.2993523986094934,21.46036,0.00850924,0.035333,10.326,1.0,0.30044,35.158001,0.3484,0.43378,0.0451994,0.00208327
14782_1.0,0.1592160955357071,19.70339,-0.318108,-0.0144418,11.427,1.0,0.1604,314.234192,-0.279,0.13528,0.0278091,0.000518569
14846_1.0,0.22334274640439644,20.68414,0.65798,-0.0439931,11.075,1.0,0.22476,7.6632,0.1416,0.29488,0.0364916,0.00136203
14871_1.0,0.12704247300872706,19.21888,1.26484,-0.0535209,9.14823,1.0,0.1276,54.2771,0.0094,0.11312,0.0236621,8.06622e-05
14979_1.0,0.17653054477471772,19.95569,0.2335,-0.115795,10.089,1.0,0.1771,54.9464,0.9928,0.14186,0.0272004,0.000232261
14984_1.0,0.19548420621100876,20.63702,0.97928,0.0494542,10.395,1.0,0.1967,313.833588,-0.0928,0.33681,0.0345284,0.00182529
150254_15.0,0.27508674236876196,21.54764,-0.0486658,0.0698205,9.355,15.0,0.2742,183.211105,47.145802,0.17131,0.0274627,0.000649059
150457_15.0,0.3033957774502814,21.35806,0.54176,-0.0924906,11.454,15.0,0.3027,161.353302,57.217899,0.28736,0.0291466,0.00169916
150509_15.0,0.29280461629999527,21.09711,0.20797,-0.154845,10.78,15.0,0.2927,241.234497,54.878101,0.36413,0.029679,0.000191308
151034_15.0,0.13268796058168464,19.12797,0.31621,-0.147882,10.6436,15.0,0.1319,185.137497,46.6661,0.0977021,0.025684,0.000307056
15129_1.0,0.19610599970935202,20.44588,-0.68294,-0.0681401,10.971,1.0,0.19739,318.902405,-0.3214,0.23328,0.0330161,0.000424856
15132_1.0,0.1530332381550691,19.51813,1.06523,-0.132017,11.224,1.0,0.15438,329.700195,0.1977,0.15016,0.0224143,3.76902e-05
15161_1.0,0.24852701791214613,20.95109,-0.242653,-0.05098,11.065,1.0,0.24956,35.842899,0.819,0.32146,0.0418806,0.00178674
15171_1.0,0.1381836172891839,19.45454,0.67029,-0.0725614,9.85121,1.0,0.1392,304.792511,-1.0645,0.14725,0.0259138,0.000256604
15201_1.0,0.20734998323065654,21.6221,-1.87784,0.15242,11.312,1.0,0.20881,337.519409,0.0036,0.79719,0.0561783,0.00454865
15203_1.0,0.2031297923952166,20.48035,1.12434,0.00334631,10.219,1.0,0.20444,15.7347,0.1831,0.2761,0.032426,0.00085745
15213_1.0,0.3105198595402106,21.50974,-0.0723984,-0.0862884,10.721,1.0,0.3112,53.0191,-0.1001,0.62448,0.0589268,0.0130047
15219_1.0,0.24636645422162828,20.80275,-0.144574,-0.15285,11.081,1.0,0.24742,34.611099,0.2267,0.38619,0.0361341,0.00176936
15222_1.0,0.19800373508021246,20.69701,-1.31897,0.0126683,11.5,1.0,0.19943,2.8534,0.7027,0.28823,0.0347356,0.0010059
15229_1.0,0.22535428635968602,20.7712,0.71495,-0.0344117,9.165,1.0,0.2268,4.832,1.0907,0.29292,0.0377627,0.00101789
15259_1.0,0.2085697369635507,20.56057,0.48151,-0.00437401,9.789,1.0,0.21003,337.544189,-0.4078,0.27825,0.0341173,0.000464302
15287_1.0,0.23629537730309785,20.87544,1.111,-0.0443422,10.621,1.0,0.23768,323.959686,-1.0574,0.3046,0.0338579,0.000710684
15354_1.0,0.22067901564591458,21.26642,-2.15343,0.0910011,10.783,1.0,0.2221,6.7737,-0.126,0.50723,0.049103,0.00058214
15356_1.0,0.2734024986944686,21.20401,-0.662822,-0.0173091,10.743,1.0,0.27493,335.053314,0.4099,0.50693,0.0478171,0.00320459
15365_1.0,0.1865067356408848,20.25333,0.80934,-0.0539122,11.178,1.0,0.18796,354.556702,1.2491,0.23406,0.0275293,0.00100482
15369_1.0,0.2326860309639191,20.39884,0.69214,-0.0428809,9.078,1.0,0.2342,348.832886,-0.5626,0.24295,0.0317054,0.000910364
15383_1.0,0.3149403710037539,21.59672,0.13985,-0.0344547,10.786,1.0,0.31606,34.149502,-0.1552,0.74016,0.0503432,0.00616492
15421_1.0,0.1844317317315552,20.38777,0.20985,-0.0441654,10.166,1.0,0.18545,33.7416,0.6025,0.26484,0.0262687,0.000910106
15425_1.0,0.15935446327028796,19.69733,0.98515,-0.000340127,10.526,1.0,0.1599,55.5611,0.4783,0.1694,0.0249844,0.000612316
15433_1.0,0.21934328018853622,20.68856,-0.0282938,-0.0639614,10.806,1.0,0.22068,14.8796,-0.2565,0.2707,0.035214,0.00123959
15440_1.0,0.2612989299614146,21.33112,-0.545934,0.0625453,10.852,1.0,0.26226,39.720699,0.0901,0.53452,0.0437468,0.00533494
15443_1.0,0.18122619299216025,19.95835,1.58154,-0.0385729,10.339,1.0,0.18191,49.867401,-0.318,0.18332,0.0248365,0.000651391
15453_1.0,0.18242370756630663,20.30847,1.14628,-0.038192,8.989,1.0,0.1837,319.668304,-1.0243,0.25571,0.028899,0.00179243
15459_1.0,0.12542000446417395,20.29548,0.37953,0.11269,8.73681,1.0,0.12679,340.701385,-0.9018,0.22191,0.0304251,0.00199316
15461_1.0,0.18481284613807775,20.1265,-0.163539,-0.109307,10.516,1.0,0.18617,326.847504,-0.4947,0.21188,0.0270239,0.00106564
15466_1.0,0.24435021773961668,21.1176,-1.06261,0.0360275,10.622,1.0,0.24567,317.644989,-0.1232,0.41476,0.0497103,0.00348337
15467_1.0,0.20846838996660996,20.35031,0.82038,-0.0635646,10.43,1.0,0.20978,320.019897,-0.1774,0.26734,0.0343331,0.00242037
15508_1.0,0.1335310812292655,19.35372,0.88393,-0.0594257,9.13587,1.0,0.13461,27.169001,-0.5766,0.10636,0.0224231,0.000287172
15583_1.0,0.17426390416908535,20.488,-0.19462,0.0367573,9.434,1.0,0.1752,37.731098,0.9463,0.24103,0.031229,0.00172549
15584_1.0,0.28332294831553706,21.21412,0.38221,-0.0434398,10.9,1.0,0.28422,43.495499,0.987,0.42287,0.046067,0.00348056
15648_1.0,0.17381819459860193,20.8221,-1.3803,0.11997,11.339,1.0,0.17501,313.718414,-0.1948,0.38453,0.0468202,0.000811526
15674_1.0,0.19554040064136646,20.78045,-0.328952,0.00320596,7.0,1.0,0.197,340.829193,0.2629,0.31076,0.0394199,0.00380296
15704_1.0,0.3695158377642695,21.81366,0.0853212,-0.172779,10.933,1.0,0.37055,40.210701,0.6588,0.75488,0.057262,0.0106638
15776_1.0,0.3158161176874783,21.5933,-2.2304,-0.134286,11.211,1.0,0.31696,32.829399,-0.9983,0.60327,0.0508658,0.00741477
1580_1.0,0.18214729714446593,20.06748,0.89187,-0.0311834,10.75,1.0,0.18293,45.323101,-0.6441,0.2367,0.0309465,0.00057547
15868_1.0,0.24973670425477998,20.75678,0.32497,-0.150652,10.387,1.0,0.25072,38.0998,-0.7136,0.26818,0.0375319,0.00190418
15872_1.0,0.20548317375200276,20.30187,0.76107,-0.070773,9.66,1.0,0.20646,36.7225,-0.3278,0.30875,0.036237,0.0036418
15897_1.0,0.17357163800222192,20.63207,-2.41302,0.0093745,10.816,1.0,0.17489,11.6814,-1.0329,0.25514,0.0366823,0.00163724
15901_1.0,0.20367659875404215,20.51958,0.059763,-0.0554446,9.969,1.0,0.20474,31.976299,-0.5354,0.26159,0.0341485,0.00201766
160039_15.0,0.27085339916497336,21.23177,-1.16728,-0.0745082,7.0,15.0,0.27,184.975006,48.140301,0.25745,0.0290537,0.000750418
160066_15.0,0.5310568643263034,22.98372,2.34125,-0.0568962,8.864,15.0,0.53,186.588196,46.595901,1.41714,0.0566367,0.026309
160070_15.0,0.3589784349572985,21.86953,1.1236,-0.0666426,11.119,15.0,0.3589,243.192398,54.873699,0.3543,0.0321378,-0.000806839
160099_15.0,0.10142890754879835,18.92938,0.63877,-0.023302,9.5937,15.0,0.10102,214.667099,54.183102,0.12725,0.0281866,-0.000207185
160126_15.0,0.3602295736145388,21.86933,-0.615294,-0.000515242,10.914,15.0,0.3595,163.283493,57.201302,0.77045,0.0483826,0.0139466
160197_15.0,0.3536121928504452,22.04225,-0.217029,-0.027099,10.158,15.0,0.3535,241.617401,53.871799,0.35304,0.0389061,-0.00112308
160198_15.0,0.3489898803110802,21.74046,0.21655,-0.095267,9.881,15.0,0.3489,242.9048,53.970299,0.29789,0.0326758,0.00203698
160200_15.0,0.4234984208700784,22.87119,-0.195418,0.15761,10.867,15.0,0.4234,242.607605,54.149601,0.91668,0.0816254,-0.0132257
16021_1.0,0.12335781547996237,19.3661,-0.33583,-0.0368193,9.49127,1.0,0.1246,13.8437,-0.3888,0.12847,0.0238966,0.000801358
16032_1.0,0.20317554285715733,20.52779,-0.740612,-0.103496,7.0,1.0,0.204,44.069199,-0.4108,0.23563,0.0347172,0.0016901
16069_1.0,0.12687696751807936,19.87173,0.89709,0.16215,10.179,1.0,0.12825,341.246094,-1.0066,0.22289,0.0278905,0.0016176
16072_1.0,0.2843386695279746,21.28497,0.25329,-0.028769,10.943,1.0,0.28586,3.1244,-0.9773,0.65465,0.0548438,0.0148406
16073_1.0,0.15339138241999412,19.99369,0.73651,-0.0224167,9.751,1.0,0.15472,8.1078,-1.054,0.19081,0.023977,0.000673962
16093_1.0,0.3343866251372008,21.60691,1.02797,-0.0558921,10.215,1.0,0.33603,350.362488,1.1325,0.76833,0.057738,0.0116224
16099_1.0,0.19580141566503872,20.4485,2.04213,0.0206521,10.656,1.0,0.19695,26.4209,-1.0544,0.38057,0.0267565,0.0042597
16100_1.0,0.18892440040189196,20.81921,-0.349949,0.0645575,9.661,1.0,0.19,30.4363,-1.0324,0.36937,0.0391477,0.00547484
16106_1.0,0.24972613422296688,20.80444,-0.557487,-0.140879,11.035,1.0,0.2512,332.089294,-1.1488,0.39614,0.0504718,0.00590634
16116_1.0,0.15508453725016863,19.71756,0.53168,-0.106952,9.52,1.0,0.15649,355.302002,-1.1058,0.30128,0.0249913,0.00251573
16165_1.0,0.1740412615036858,19.88098,0.35241,-0.0716794,7.0,1.0,0.1751,30.733101,-0.5339,0.23467,0.0241991,0.001398
16206_1.0,0.15837363162578877,20.14109,-2.62037,-0.0204,10.927,1.0,0.15973,5.7882,-0.0536,0.57762,0.0319983,0.00873699
16211_1.0,0.3093787588440442,21.8823,-1.95275,0.0171083,11.5,1.0,0.31099,348.164093,0.2669,0.79923,0.0736496,0.010037
16213_1.0,0.2507628039228305,20.87039,0.28207,-0.0992826,7.0,1.0,0.2522,8.9711,0.2584,0.44257,0.0387816,0.00408749
